200
5	4	6	10	20	5	100	100
32733	  6.50	  7.00	  6.50	  6.00	  7.00	  3.00	  3.50	  3.00	  4.50	 15.50	 17.50	 10.50	 14.50	 15.50	 15.00	 61.50	 61.50	  6.60	  3.50	 14.75	 63.38
30342	  6.00	  6.50	  7.00	  6.50	  7.00	  3.00	  3.00	  3.00	  4.00	 13.00	 13.00	 12.50	 15.50	 14.50	 13.00	 43.00	 48.50	  6.60	  3.25	 13.58	 50.49
37947	  8.00	  5.00	  7.50	  7.50	  5.00	  3.50	  3.00	  2.50	  4.00	 17.50	 12.50	 14.00	 11.50	 15.00	 17.50	 76.00	 78.00	  6.60	  3.25	 14.67	 75.68
37936	  7.00	  8.50	  6.50	  8.50	  7.00	  4.50	  3.50	  4.50	  2.50	 14.50	 14.00	 15.50	 17.00	 15.50	 12.50	 40.00	 79.00	  7.50	  3.75	 14.83	 66.42
32622	  6.50	  8.00	  7.50	  6.50	  8.50	  3.00	  4.00	  4.00	  3.50	 13.50	 16.00	 16.00	 13.00	 19.00	 11.00	 89.00	 75.50	  7.40	  3.62	 14.75	 79.15
30251	  3.50	  7.00	  4.50	  6.50	  6.00	  1.00	  3.50	  2.50	  0.50	  7.00	 15.50	 13.00	  6.50	  6.00	 10.00	 46.50	 76.00	  5.50	  1.88	  9.67	 61.41
32722	  6.50	  6.50	  3.00	  6.00	  2.50	  2.50	  1.00	  2.50	  2.00	 10.50	  5.00	  6.00	 17.00	 12.00	 12.50	 20.00	 45.50	  4.90	  2.00	 10.50	 38.45
32694	  3.50	  6.50	  4.00	  6.00	  7.00	  2.50	  3.00	  2.00	  1.50	 16.50	 14.00	 11.50	  8.50	 13.00	 14.50	 24.00	 56.50	  5.40	  2.25	 13.00	 46.90
34009	  7.00	  4.50	  4.50	  6.00	  6.50	  2.50	  3.00	  3.00	  3.00	 12.00	 12.50	 10.50	 15.00	 13.50	 14.50	 32.00	 68.00	  5.70	  2.88	 13.00	 55.83
34134	  8.50	  8.00	  7.00	  8.00	  8.50	  4.50	  4.00	  4.50	  3.50	 17.00	 17.00	 14.00	 14.50	 16.50	 17.50	 63.50	 69.50	  8.00	  4.12	 16.08	 69.97
31035	  9.00	  9.00	  7.00	  7.50	  6.00	  2.50	  2.50	  5.00	  2.00	 11.50	 13.00	  6.50	 12.00	 12.00	 13.50	 78.00	 68.50	  7.70	  3.00	 11.42	 70.21
31506	  3.00	  5.00	  4.50	  5.50	  4.50	  3.00	  5.00	  2.50	  2.50	 11.50	  4.50	 11.00	 13.50	 18.00	  7.00	 10.50	 38.50	  4.50	  3.25	 10.92	 33.36
39555	  5.00	  7.50	  6.00	  6.00	  7.50	  2.50	  2.50	  1.50	  2.50	 12.00	 13.00	 10.00	  9.50	  8.00	 12.00	 65.00	 76.00	  6.40	  2.25	 10.75	 68.33
34428	  5.50	  8.50	  5.50	  7.50	  9.00	  3.50	  3.50	  4.50	  3.00	 10.50	 17.50	 13.50	 19.50	 12.50	 13.50	 92.00	 57.50	  7.20	  3.62	 14.50	 70.82
31896	  8.00	  5.50	  7.00	  4.00	  6.50	  2.50	  2.50	  3.00	  2.00	 17.00	 17.00	  8.50	  7.50	  9.50	 16.50	 47.00	 32.00	  6.20	  2.50	 12.67	 42.03
39054	  8.00	  5.00	  7.00	  5.00	  3.50	  4.50	  1.00	  3.50	  2.50	 15.50	 11.50	  9.50	  6.00	 12.00	  5.50	 18.50	 69.00	  5.70	  2.88	 10.00	 50.77
39610	  7.00	  7.50	  8.00	  8.50	  7.00	  3.50	  3.50	  4.00	  3.50	 14.50	 15.00	 15.00	 16.00	 16.00	 13.50	 98.00	 70.50	  7.60	  3.62	 15.00	 79.58
31872	  4.50	  4.50	  4.00	  6.00	  7.00	  4.00	  4.00	  3.00	  1.50	 11.50	 18.00	 11.50	  7.00	 11.50	 15.00	 91.00	 51.50	  5.20	  3.12	 12.42	 64.98
35070	  7.50	  8.00	  7.50	  7.50	  8.00	  3.00	  4.50	  3.00	  3.50	 16.50	 16.00	 18.50	 18.00	 15.00	 14.00	 95.50	 77.50	  7.70	  3.50	 16.33	 82.92
33382	  5.50	  5.00	  4.00	  5.50	  5.00	  2.50	  4.50	  4.00	  2.00	  9.50	  8.50	  7.00	  6.50	 16.50	 17.00	  2.00	 51.50	  5.00	  3.25	 10.83	 37.52
38030	  4.00	  6.00	  4.50	  5.00	  6.50	  3.00	  0.50	  3.00	  3.00	  5.50	  6.50	 11.50	  7.50	 12.50	  7.00	 44.00	 36.50	  5.20	  2.38	  8.42	 40.63
37343	  3.50	  7.50	  7.50	  5.00	  4.00	  2.00	  1.00	  2.00	  1.00	 11.00	 17.00	 12.00	  8.50	 12.50	  8.50	 86.00	 21.50	  5.50	  1.50	 11.58	 46.59
33894	  9.00	  7.50	  6.00	  7.50	  7.00	  3.50	  4.00	  4.50	  3.50	 13.50	 15.50	 10.50	 10.50	 14.00	 18.00	 45.50	 52.00	  7.40	  3.88	 13.67	 54.06
39308	  8.50	  8.50	  9.50	  9.00	  8.50	  4.00	  4.50	  4.50	  4.00	 16.00	 17.50	 15.00	 14.50	 14.50	 17.50	 90.00	 92.50	  8.80	  4.25	 15.83	 89.82
33910	  3.00	  4.00	  4.50	  5.00	  9.00	  2.50	  3.00	  1.50	  3.50	 18.00	 19.00	  4.00	 11.50	 15.50	  8.50	 63.50	 69.50	  5.10	  2.62	 12.75	 65.35
30517	  4.00	  6.50	  4.50	  6.50	  7.00	  2.50	  0.50	  2.50	  2.50	 17.00	 12.50	 14.00	  6.00	  4.50	  3.00	 38.50	 86.00	  5.70	  2.00	  9.50	 64.15
38474	  7.00	  5.50	  6.00	  6.00	  5.50	  2.50	  1.50	  2.50	  2.00	 13.00	  9.50	  4.00	 15.00	 16.50	  9.50	 21.50	 43.00	  6.00	  2.12	 11.25	 38.70
33443	  4.50	  6.00	  6.50	  4.50	  5.00	  3.00	  1.50	  3.00	  3.00	 11.00	 10.50	  9.00	 13.50	 14.00	 12.50	 85.00	 84.00	  5.30	  2.62	 11.75	 78.65
38659	  7.00	  7.50	  7.00	  8.00	  8.00	  3.00	  4.00	  3.50	  3.50	 15.00	 12.00	 14.50	 17.50	 17.00	 11.00	 79.00	 70.00	  7.50	  3.50	 14.50	 73.20
35118	  6.50	  6.00	  6.00	  6.00	  8.50	  3.00	  3.50	  4.00	  4.00	 13.50	 10.00	 15.50	 17.00	 15.00	 18.50	 46.50	 68.50	  6.60	  3.62	 14.92	 62.58
31748	  6.50	  7.00	  7.00	  7.50	  6.50	  3.00	  2.50	  4.50	  3.50	 14.00	 15.50	 13.00	 10.50	 15.00	 13.50	 81.50	 66.50	  6.90	  3.38	 13.58	 71.32
36899	  8.00	  7.00	  8.50	  8.50	  9.00	  4.50	  4.00	  4.00	  4.50	 17.50	 16.00	 14.50	 14.00	 17.00	 16.50	 67.50	 79.00	  8.20	  4.25	 15.92	 76.06
30470	  5.50	  7.00	  7.00	  5.00	  6.50	  4.00	  2.00	  2.50	  3.00	 12.00	 16.50	 15.50	 11.00	  6.50	  9.50	 90.50	 53.00	  6.20	  2.88	 11.83	 65.54
35772	  5.50	  7.00	  6.00	  9.00	  6.00	  2.50	  4.00	  1.00	  3.00	  6.00	 11.00	 12.00	  8.50	 12.00	 11.00	 37.50	 59.50	  6.70	  2.62	 10.08	 52.02
31513	  7.00	  7.00	  6.50	  9.00	  8.00	  3.50	  3.00	  3.00	  3.50	 13.50	 14.00	 17.00	 12.00	 12.50	 14.00	 52.00	 65.00	  7.50	  3.25	 13.83	 62.02
35483	  4.50	  7.00	  6.00	  7.50	  6.50	  2.50	  0.50	  2.00	  2.50	  8.50	 16.00	 10.00	 11.50	  8.00	  4.50	 44.50	 53.50	  6.30	  1.88	  9.75	 50.00
30696	  6.50	  8.50	  5.50	  4.00	  5.50	  3.00	  3.50	  1.50	  1.50	 14.50	 15.00	  9.50	 15.00	 11.00	 17.50	 41.00	 70.50	  6.00	  2.38	 13.75	 59.80
34053	  1.00	  8.00	  3.00	  1.00	  5.00	  1.50	  4.00	  4.00	  1.50	  6.50	  5.00	 18.00	  4.00	  7.00	 12.50	 53.50	 63.50	  3.60	  2.75	  8.83	 56.77
39568	  5.50	  6.50	  5.50	  4.50	  7.00	  2.50	  3.50	  2.00	  2.50	 13.50	  7.00	 14.00	 15.50	 14.50	 10.50	 86.00	 55.50	  5.80	  2.62	 12.50	 65.32
30039	  7.50	  7.50	  5.50	  5.50	  6.00	  3.00	  2.00	  1.50	  3.00	  9.00	 12.50	  9.00	  8.50	  7.00	  9.50	 98.50	 89.00	  6.40	  2.38	  9.25	 84.25
36158	  4.00	  3.50	  1.00	  2.00	  6.50	  2.00	  2.00	  2.00	  2.50	  9.00	  9.50	  2.50	 15.00	  6.00	 18.50	 88.50	 34.00	  3.40	  2.12	 10.08	 52.42
39487	  7.50	  8.50	  9.00	  7.50	  7.50	  4.00	  3.50	  4.50	  4.50	 15.50	 15.50	 16.00	 16.50	 15.50	 19.00	 90.50	 81.00	  8.00	  4.12	 16.33	 83.94
35589	  7.00	  1.50	  4.00	  5.00	  6.00	  4.50	  3.50	  1.00	  3.50	  5.50	  6.00	 14.50	  7.50	  8.50	 12.50	 39.50	 38.00	  4.70	  3.12	  9.08	 40.87
31172	  8.00	  6.50	  9.00	  7.50	  8.50	  2.00	  3.50	  3.00	  4.00	 13.50	 15.50	 15.50	 15.00	 17.50	 14.50	 84.50	 74.00	  7.90	  3.12	 15.25	 77.05
33712	  6.00	  6.50	  3.50	  4.50	  6.00	  2.00	  3.50	  3.00	  1.50	 13.50	 10.00	 11.50	  6.00	 14.50	  8.00	 81.50	 24.50	  5.30	  2.50	 10.58	 47.14
36991	  6.00	  7.50	  8.00	  7.50	  6.50	  3.00	  3.50	  4.50	  3.00	 14.50	 16.00	 12.00	 13.00	 14.50	 12.00	 78.50	 85.00	  7.10	  3.50	 13.67	 79.93
34496	  6.50	  6.00	  5.50	  5.00	  7.50	  2.50	  2.00	  3.00	  3.50	 13.00	 13.50	 14.00	 14.50	 13.00	 12.00	 31.00	 56.00	  6.10	  2.75	 13.33	 49.77
31624	  8.00	  7.00	  8.00	  3.50	  5.50	  4.50	  2.00	  1.50	  3.50	 15.50	 13.50	 14.00	  8.00	 10.50	 12.00	 40.00	 33.00	  6.40	  2.88	 12.25	 40.70
39505	  8.00	  4.00	  6.00	  6.00	  3.00	  3.00	  2.50	  2.00	  2.00	  5.50	  7.00	 15.50	 10.00	  8.00	 10.00	 50.50	 77.00	  5.40	  2.38	  9.33	 63.39
30655	  7.50	  3.50	  6.50	  8.00	  6.50	  1.50	  1.50	  2.00	  0.50	  1.50	  7.00	  3.50	  7.50	  9.50	 10.50	 69.00	 52.00	  6.40	  1.38	  6.58	 54.57
32632	  5.50	  5.50	  5.50	  5.00	  4.50	  2.50	  1.00	  0.50	  3.00	 12.00	  6.50	 13.50	  7.00	 10.50	  5.00	 65.50	 21.50	  5.20	  1.75	  9.08	 39.29
30435	  3.00	  7.00	  6.00	  6.00	  5.00	  3.00	  4.00	  2.50	  1.50	 18.00	 14.50	 11.00	  6.50	 13.00	 11.50	 67.50	 69.50	  5.40	  2.75	 12.42	 66.66
38416	  6.00	  8.50	  7.00	  5.50	  6.50	  1.50	  2.00	  2.00	  3.00	 11.50	 13.00	 14.50	 13.50	 10.50	 12.50	 72.00	 68.00	  6.70	  2.12	 12.58	 67.37
33144	  3.00	  8.00	  6.50	  3.50	  6.50	  0.50	  2.50	  2.00	  4.50	  4.50	 13.00	  3.00	 10.50	  9.50	  7.00	 65.00	 37.00	  5.50	  2.38	  7.92	 47.08
39706	  9.00	  7.00	  8.50	  8.00	  7.50	  4.50	  4.00	  3.50	  4.50	 18.00	 13.00	 17.00	 14.00	 12.50	 12.50	 99.00	 72.50	  8.00	  4.12	 14.50	 81.32
31390	  7.50	  8.00	  8.00	  7.00	  7.00	  3.00	  3.00	  3.00	  3.00	 17.50	 11.50	 17.00	 15.50	 18.50	 16.00	 78.50	 98.00	  7.50	  3.00	 16.00	 87.30
37126	  7.50	  8.00	  8.00	  7.50	  8.50	  3.50	  4.00	  4.00	  4.00	 15.00	 15.50	 17.00	 16.00	 15.50	 17.00	 73.50	 80.50	  7.90	  3.88	 16.00	 78.12
37541	  1.50	  7.00	  6.00	  6.50	  6.50	  2.50	  2.50	  3.00	  1.00	  7.50	 13.50	  6.50	  4.50	 13.50	 10.50	 11.00	 68.50	  5.50	  2.25	  9.33	 47.22
30808	  8.00	  5.50	  4.50	  5.00	  5.00	  3.00	  0.50	  1.50	  4.50	 13.00	  7.00	  8.50	 11.00	 12.00	 10.00	 17.00	 38.50	  5.60	  2.38	 10.25	 34.65
35068	  4.50	  2.00	  5.50	  6.00	  4.00	  1.50	  2.00	  1.00	  3.00	 12.00	  8.00	 17.00	 11.00	  6.00	  7.00	 51.50	 67.50	  4.40	  1.88	 10.17	 58.36
37808	  8.00	  7.50	  6.50	  9.00	  7.00	  4.50	  2.00	  2.50	  4.00	 17.00	 14.50	 12.50	 14.50	 17.00	 16.00	 98.50	 67.00	  7.60	  3.25	 15.25	 77.72
33380	  8.50	  9.00	  8.50	  8.50	  8.50	  4.00	  4.50	  4.00	  4.50	 12.50	 18.50	 15.00	 16.50	 17.50	 14.00	 84.50	 76.00	  8.60	  4.25	 15.67	 79.73
37290	  7.00	  7.50	  6.50	  7.50	  7.50	  4.00	  3.00	  3.50	  3.00	 12.00	 13.00	 18.00	 13.00	 13.50	 17.50	 94.50	 90.50	  7.20	  3.38	 14.50	 87.82
36479	  7.50	  7.00	  8.50	  8.50	  9.00	  4.00	  3.50	  3.50	  4.00	 19.00	 15.50	 15.50	 19.00	 15.00	 13.00	 81.50	 68.50	  8.10	  3.75	 16.17	 74.58
37935	  7.00	  7.50	  7.00	  7.50	  7.50	  2.50	  4.50	  2.00	  3.00	 15.50	 16.00	 12.50	 16.50	 12.50	 11.50	 72.00	 72.00	  7.30	  3.00	 14.08	 71.29
37906	  6.00	  5.50	  5.00	  1.50	  6.50	  4.00	  3.50	  2.50	  3.50	 17.00	 19.50	 17.50	 15.50	 13.50	  6.50	 49.50	 55.00	  4.90	  3.38	 14.92	 55.63
39414	  4.50	  5.00	  5.50	  5.50	  6.00	  2.00	  4.00	  3.50	  2.50	  2.00	 10.00	  9.00	 16.50	 11.50	  5.50	 45.50	 68.50	  5.30	  3.00	  9.08	 58.09
33018	  6.00	  4.50	  4.00	  6.50	  3.50	  1.50	  2.00	  1.50	  2.50	 14.00	  9.50	 11.50	  4.50	  6.00	 15.00	 77.50	 63.50	  4.90	  1.88	 10.08	 64.37
32199	  5.50	  8.50	  6.50	  7.00	  6.50	  3.00	  3.50	  4.00	  2.50	 15.50	 11.00	 12.50	 14.50	  9.50	 17.00	 39.50	 62.50	  6.80	  3.25	 13.33	 56.42
33084	  8.00	  7.00	  7.00	  9.50	  6.50	  3.00	  4.50	  3.00	  3.00	 18.00	 11.50	  9.50	 16.00	 13.00	 12.50	 60.50	 78.50	  7.60	  3.38	 13.42	 71.28
33758	  6.00	  7.50	  7.00	  5.50	  6.50	  4.50	  3.50	  3.50	  3.50	 15.00	 16.50	 18.50	 16.00	 13.50	 16.50	 42.50	 76.00	  6.50	  3.75	 16.00	 65.75
35797	  8.50	  7.50	  5.50	  5.00	  8.00	  3.50	  4.00	  4.50	  2.00	 13.00	  8.00	 12.50	 16.50	 16.00	 13.00	 61.00	 44.00	  6.90	  3.50	 13.17	 53.83
31505	  5.50	  7.00	  5.00	  7.00	  7.00	  3.00	  2.50	  3.00	  4.00	 13.50	  7.00	 13.50	 10.00	 12.00	  8.00	 73.00	 69.00	  6.30	  3.12	 10.67	 68.01
32757	  7.00	  6.50	  9.50	  6.00	  7.00	  4.00	  3.50	  4.00	  4.00	 10.50	 18.00	 14.00	 14.50	 14.50	 12.00	 90.50	 77.00	  7.20	  3.88	 13.92	 80.08
33182	  5.00	  9.50	  5.50	  5.00	  6.00	  3.50	  3.00	  2.50	  2.50	 11.00	  3.50	 12.00	  7.50	  6.50	 14.00	 83.50	 57.00	  6.20	  2.88	  9.08	 64.07
30740	  7.00	  7.00	  7.50	  6.50	  8.00	  4.00	  2.50	  3.50	  4.00	 14.00	 13.50	 14.00	 12.00	 16.50	 16.50	 71.00	 67.50	  7.20	  3.50	 14.42	 69.36
33198	  7.00	  4.50	  8.00	  4.00	  4.00	  3.00	  4.00	  2.50	  2.50	 11.50	 10.00	 13.00	 17.00	 16.00	  9.00	 78.50	 21.00	  5.50	  3.00	 12.75	 46.17
33323	  6.50	  7.50	  6.00	  7.50	  6.50	  4.00	  3.00	  3.50	  3.50	 18.00	 15.50	 16.00	 15.00	 16.50	 13.50	 76.00	 82.00	  6.80	  3.50	 15.75	 78.57
36832	  7.50	  8.00	  9.50	  8.50	  7.50	  3.50	  5.00	  4.00	  4.00	 19.00	 18.50	 16.00	 18.00	 17.00	 16.00	 98.50	 75.00	  8.20	  4.12	 17.42	 83.98
37645	  8.50	  8.00	  7.50	  8.00	  8.50	  4.00	  4.50	  3.50	  4.50	 18.00	 18.50	 17.50	 14.00	 16.50	 19.00	 67.50	 65.50	  8.10	  4.12	 17.25	 69.80
39197	  7.00	  9.00	  8.50	  8.00	  8.00	  2.50	  3.50	  2.50	  2.00	 14.00	 11.50	 16.00	 15.00	 15.00	 13.50	 55.00	 62.50	  8.10	  2.62	 14.17	 61.51
34935	  6.50	  6.00	  8.00	  6.50	  5.00	  2.50	  3.50	  3.00	  4.00	 12.00	 15.50	  8.50	 15.00	 16.50	 15.00	 66.00	 71.00	  6.40	  3.25	 13.75	 68.62
35544	  7.50	  6.50	  4.50	  7.50	  7.00	  2.50	  3.00	  4.00	  3.00	 11.50	 11.50	 14.00	 16.50	 15.00	  9.00	 50.50	 77.00	  6.60	  3.12	 12.92	 66.53
32383	  6.50	  7.50	  8.00	  7.50	  7.00	  2.50	  4.50	  4.00	  3.50	 16.50	 17.00	 15.00	 14.00	 13.00	 15.00	 80.00	 77.00	  7.30	  3.62	 15.08	 77.32
34366	  6.50	  2.50	  7.50	  7.00	  5.50	  1.50	  4.00	  1.50	  4.00	  6.00	  3.50	  5.00	 18.00	  6.50	  9.00	 51.50	 31.00	  5.80	  2.75	  8.00	 40.60
35728	  7.00	  6.50	  9.50	  7.50	  7.50	  2.50	  3.50	  4.50	  4.00	 15.00	 13.00	 14.00	 14.50	 14.50	 13.50	 73.00	 73.50	  7.60	  3.62	 14.08	 73.12
39184	  5.00	  6.00	  4.50	  8.50	  8.00	  2.50	  4.50	  3.00	  4.00	  8.50	 11.00	 16.00	 11.00	  9.50	 13.00	 86.00	 44.00	  6.40	  3.50	 11.50	 60.25
31449	  8.00	  7.50	  7.50	  8.50	  7.50	  4.50	  4.50	  3.50	  3.50	 13.00	 16.50	 18.00	 17.50	 15.50	 17.00	 81.50	 86.50	  7.80	  4.00	 16.25	 83.72
31779	  5.00	  4.00	  2.00	  7.00	  7.50	  2.50	  0.50	  2.00	  1.50	  8.50	 12.50	 14.00	 12.00	 11.00	  6.00	 80.00	 13.00	  5.10	  1.62	 10.67	 40.01
35870	  7.00	  7.00	  7.50	  6.50	  6.50	  2.50	  3.50	  3.50	  2.50	 14.00	 15.50	 13.00	 10.50	 14.00	 16.00	 49.00	 61.00	  6.90	  3.00	 13.83	 58.57
35757	  4.50	  5.00	  7.50	  8.50	  6.50	  3.50	  4.00	  2.50	  2.50	 10.50	  9.50	 11.50	  8.00	 14.50	 10.00	 91.00	 47.50	  6.40	  3.12	 10.67	 62.71
30848	  8.50	  6.50	  8.00	  8.00	  7.50	  4.00	  3.50	  2.50	  4.00	 18.50	 15.50	 14.50	 20.00	 15.50	 12.00	 73.50	 85.00	  7.70	  3.50	 16.00	 79.90
39719	  7.50	  8.00	  8.00	  9.00	  8.00	  4.50	  4.00	  4.00	  4.50	 16.50	 15.50	 15.50	 14.50	 18.50	 14.50	 76.00	 68.50	  8.10	  4.25	 15.83	 73.27
34767	  6.00	  5.50	  5.00	  7.00	  6.50	  3.50	  3.00	  2.50	  3.00	 18.00	 10.50	 11.50	 14.50	 13.50	 16.00	 61.00	 41.00	  6.00	  3.00	 14.00	 51.80
34081	  5.50	  4.50	  6.50	  6.00	  5.50	  4.00	  3.00	  4.00	  2.50	 16.50	 10.50	 11.50	  7.50	 14.50	  7.00	 56.00	 86.50	  5.60	  3.38	 11.25	 71.85
30530	  6.50	  5.50	  5.00	  8.00	  6.00	  2.50	  1.50	  4.50	  1.50	 11.00	 11.00	  8.50	 14.00	 12.50	 12.50	 52.50	 63.50	  6.20	  2.50	 11.58	 58.89
34890	  7.00	  9.00	  8.00	  6.00	  6.50	  3.00	  2.50	  3.00	  3.00	 18.00	 10.50	 19.00	 14.00	 11.50	 11.50	 81.00	 68.50	  7.30	  2.88	 14.08	 72.12
33851	  7.00	  7.00	  6.00	  4.50	  8.50	  2.50	  4.50	  2.50	  3.00	 15.50	 16.50	 13.00	 11.00	 19.00	  8.00	 69.50	 53.50	  6.60	  3.12	 13.83	 60.94
36922	  8.00	  7.50	  8.50	  8.50	  8.50	  4.50	  3.50	  4.50	  3.50	 17.00	 17.50	 17.00	 14.50	 13.50	 18.50	 93.00	 94.50	  8.20	  4.00	 16.33	 91.42
34363	  8.00	  7.00	  7.50	  4.00	  4.00	  3.50	  2.00	  4.00	  4.00	 11.50	 14.50	 16.50	 12.50	 11.50	  6.50	 71.00	 70.50	  6.10	  3.38	 12.17	 69.06
36353	  7.00	  8.00	  7.50	  5.00	  7.50	  3.50	  3.00	  2.00	  4.00	  9.00	 15.50	 18.00	 12.50	 13.00	 15.00	 81.00	 53.00	  7.00	  3.12	 13.83	 64.34
37183	  8.00	  6.00	  7.00	  5.50	  6.50	  3.00	  5.00	  3.50	  2.50	  8.50	  9.50	 18.00	 10.50	 13.00	  7.00	 69.50	 86.50	  6.60	  3.50	 11.08	 76.44
30688	  5.50	  3.00	  5.50	  1.50	  4.00	  2.50	  4.50	  3.50	  2.00	  5.50	  5.50	 13.00	 13.00	 14.00	 11.50	 97.50	 44.00	  3.90	  3.12	 10.42	 61.53
33875	  7.50	  7.50	  8.00	  7.50	  8.00	  4.50	  4.50	  3.50	  4.50	 16.50	 15.50	 14.50	 14.00	 15.00	 16.00	 66.00	 98.00	  7.70	  4.25	 15.25	 84.53
32236	  7.50	  8.00	  7.00	  7.50	  6.00	  4.00	  4.00	  3.50	  2.50	 19.50	 16.00	 11.00	 12.00	 13.00	 17.50	 83.50	 65.50	  7.20	  3.50	 14.83	 72.32
39183	  8.00	  7.00	  7.00	  8.00	  9.00	  2.50	  3.00	  2.50	  4.50	 12.50	 15.50	 16.00	 14.50	 15.50	 17.00	 70.00	 72.50	  7.80	  3.12	 15.17	 71.86
38019	  7.50	  8.50	  8.50	  7.00	  9.00	  4.00	  4.00	  4.00	  4.50	 14.50	 17.50	 15.00	 17.50	 15.00	 13.50	 69.00	 85.00	  8.10	  4.12	 15.50	 79.12
39276	  7.50	  6.00	  3.00	  5.50	  8.50	  1.00	  2.00	  3.00	  3.00	 13.00	 11.50	  8.00	 13.50	 18.50	 12.00	 66.50	 73.00	  6.10	  2.25	 12.75	 68.12
39668	  6.00	  5.50	  8.50	  7.00	  7.00	  3.50	  3.50	  3.00	  3.50	 14.00	 12.50	 14.00	 14.00	 11.50	 13.00	 69.00	 83.50	  6.80	  3.38	 13.17	 75.81
37654	  8.00	  8.00	  8.00	  8.50	  9.00	  4.00	  4.50	  4.00	  3.50	 17.00	 12.50	 13.50	 15.00	 14.50	 18.00	 87.50	 65.50	  8.30	  4.00	 15.08	 74.69
34526	  8.00	  5.50	  5.50	  3.00	  6.00	  3.00	  4.50	  1.50	  1.00	  5.00	 13.50	  8.50	  3.00	 10.50	 14.50	 95.00	 45.00	  5.60	  2.50	  9.17	 60.88
39404	  1.50	  6.50	  6.00	  4.50	  4.00	  4.00	  1.00	  2.00	  0.50	 14.00	 13.50	 12.50	 15.50	 16.50	  9.00	 67.50	 26.50	  4.50	  1.88	 13.50	 44.38
